Date,Open,High,Low,Close,SharesTraded,Tur11er(Rs.Cr)
2001-05-08,1139.25,1151.95,1138.2,1148.95,43301789,1119.47
2001-05-09,1149.9,1164.3,1145.25,1149.25,55608670,1460.92
2001-05-10,1149.1,1151.6,1139.25,1144.95,37684921,1116.98
2001-05-11,1144.1,1146.85,1136.9,1140.5,42033729,1001.02
2001-05-14,1140.45,1146.25,1134.05,1140.8,32675541,846.02
2001-05-15,1140.75,1147.75,1096.25,1145.3,45135447,1168.05
2001-05-16,1147.1,1163.15,1146.05,1151.15,48486563,1161.42
2001-05-17,1151.2,1179,1150.6,1174.95,62568541,1498.08
2001-05-18,1175,1187.65,1169.2,1172.8,53432585,1343.77
2001-05-21,1172.95,1182.65,1166.7,1169.45,43127114,988.83
2001-05-22,1169.5,1176.2,1165.65,1168.1,37282910,995.49
2001-05-23,1168.25,1181.8,1167,1179.1,40537706,1273.18
2001-05-24,1179.1,1190.15,1177.55,1181.85,49236107,1441.5
2001-05-25,1181.95,1188.5,1171.35,1174.9,44045491,1251.16
2001-05-28,1174.95,1194.5,1174.45,1193.2,45583971,1242.39
2001-05-29,1193.25,1202.05,1193.25,1198.45,44863947,1179.54
2001-05-30,1199.5,1207,1173.75,1177.55,53458645,1563.28
2001-05-31,1177.5,1177.5,1154.9,1167.9,51326602,1396.92
2001-06-01,1168.1,1175.8,1146.9,1148.05,45591808,1218.63
2001-06-04,1148,1154.45,1125.35,1127.2,39210374,1034.54
2001-06-05,1127.15,1130.65,1106.8,1115.6,44902352,1243.75
2001-06-06,1117.5,1132.95,1114,1115.7,34916039,936.19
2001-06-07,1115.05,1116.1,1095.45,1112.35,43845499,1230.26
2001-06-08,1112.45,1128.9,1112.45,1126.6,47213483,1271.25
2001-06-11,1126.55,1134.8,1122.35,1131.1,35437940,1076.12
2001-06-12,1131.05,1133.3,1121.8,1127.15,39272103,1116.51
2001-06-13,1127.1,1132.95,1126.9,1129,32960264,958.25
2001-06-14,1128.95,1128.95,1110.15,1112.75,40353911,1197.48
2001-06-15,1112.7,1112.7,1084.2,1087.75,45840395,1458.47
2001-06-18,1087.75,1087.75,1064.4,1078.3,42081822,1184.03
2001-06-19,1078.25,1099.7,1075.45,1096.65,37831986,1087.34
2001-06-20,1096.35,1100.55,1084.7,1097.6,31013783,855.29
2001-06-21,1097.9,1102.45,1090.25,1095.2,37933371,1057.13
2001-06-22,1095.85,1097.8,1081.3,1087.65,37679782,958.3
2001-06-25,1087.1,1087.1,1064.4,1067,39750113,1069.36
2001-06-26,1066.4,1099.8,1060.05,1096.6,50432531,1435.58
2001-06-27,1096.6,1102.8,1086.75,1096.1,46770073,1311.87
2001-06-28,1095.85,1101,1090.2,1094,31053307,909.99
2001-06-29,1094.05,1114.35,1091.05,1107.9,39500902,1158.05
2001-07-02,1108.35,1119.55,1097.95,1100.75,18076084,496.49
2001-07-03,1097.4,1097.4,1066.05,1069.8,30622828,878.07
2001-07-04,1068.05,1074.6,1062.2,1067.95,26706623,778.96
2001-07-05,1068.35,1079.35,1066.95,1069.75,27267379,661
2001-07-06,1069.15,1069.15,1059.6,1065.1,23382015,748.98
2001-07-09,1064.8,1064.8,1052.1,1059.5,18018743,554.89
2001-07-10,1059.95,1078.1,1059.25,1072.05,21876937,728.3
2001-07-11,1072.15,1088.5,1068.35,1083.65,24685120,895.22
2001-07-12,1083.8,1109,1083.8,1105.5,37170474,1106.05
2001-07-13,1105.7,1127.15,1103.3,1110.45,39255312,1241.43
2001-07-16,1110.35,1116.7,1102.45,1105.55,28105463,871.5
2001-07-17,1103.55,1106.05,1092.5,1103.1,23685095,802.97
2001-07-18,1103.1,1108.45,1088.1,1091.95,26611850,853.04
2001-07-19,1091.35,1091.35,1079.55,1085.9,29236416,980.76
2001-07-20,1085.95,1089.95,1072.75,1077.7,28964869,1027.2
2001-07-23,1076.15,1076.15,1063.4,1070.65,1394931,40.12
2001-07-24,1065.95,1074.75,1064.5,1072.55,22139911,656.83
2001-07-25,1072.45,1073.95,1062.15,1064.2,27922213,757.85
2001-07-26,1063.9,1066.55,1050.15,1053.4,32443885,992.93
2001-07-27,1053.2,1061.2,1046.9,1051.7,28239132,797.78
2001-07-30,1051.45,1062.8,1050.9,1061.45,26457025,638.35
2001-07-31,1061.45,1076.35,1053.6,1072.85,34607069,813.54
2001-08-01,1073,1077.7,1059.75,1063.15,53427200,1210.4
2001-08-02,1064.25,1070.05,1059.55,1066,43294501,986.3
2001-08-03,1066.4,1077.55,1066.2,1074.6,43832220,1090.03
2001-08-06,1074.2,1082.4,1072.55,1075.25,37036989,792.26
2001-08-07,1074.35,1079.3,1070.2,1072.1,26869345,622.5
2001-08-08,1071.75,1072.1,1059.55,1068,28799186,753.16
2001-08-09,1068.1,1072.6,1061.4,1070.65,26832655,653.17
2001-08-10,1070.65,1076.7,1069.05,1071.15,25904867,589.35
2001-08-13,1070.95,1081.4,1061.05,1063,21608532,560.72
2001-08-14,1063.05,1076.6,1062.2,1075.5,42862979,1041.96
2001-08-16,1075.2,1083.7,1072.95,1078.95,48317102,1076.1
2001-08-17,1079,1084,1067.6,1069.2,51086895,1062.05
2001-08-20,1062.5,1067.95,1061,1063.75,30726001,737.19
2001-08-21,1063.65,1071.2,1062.3,1068.7,34638057,819.92
2001-08-23,1068.7,1079,1065.7,1071.5,29660741,781.45
2001-08-24,1071.5,1076.7,1064.9,1069.15,42200669,987.93
2001-08-27,1064.05,1078.35,1064.05,1072.55,35798530,995.64
2001-08-28,1072.35,1076.85,1069.6,1070.65,31745448,914.76
2001-08-29,1070.55,1074.5,1066.45,1067.45,28191743,890.26
2001-08-30,1068.3,1070.25,1061.9,1064.15,38781188,1007.65
2001-08-31,1064.1,1064.1,1051.75,1053.75,34365231,991.32
2001-09-03,1054.65,1059.9,1046.35,1048.05,29925067,910.1
2001-09-04,1048.2,1053.25,1043.3,1048.2,39738793,1166.58
2001-09-05,1047.25,1051.55,1043.3,1045,35505602,1357.6
2001-09-06,1047.7,1048.2,1033.4,1036.1,47387436,1468.91
2001-09-07,1036.35,1037.35,1026.45,1035.2,49214540,1523.8
2001-09-10,1035,1045.3,1031.45,1033.4,36055527,1179.32
2001-09-11,1033.35,1037.45,1020.7,1023.4,36494424,1169.99
2001-09-12,1023.25,1023.25,957.95,982.2,34980485,1086.01
2001-09-13,982.2,993.05,969,971.7,41790832,1307.87
2001-09-14,972.05,974.5,902.7,919.7,49968104,1367.57
2001-09-17,916.15,916.15,861.05,872.25,46030271,1058.29
2001-09-18,872.15,910.35,868.5,900.2,71872529,1711.94
2001-09-19,899.7,915,899.7,912.2,52494122,1119.24
2001-09-20,910.2,910.35,873.7,898.8,55774749,1152.11
2001-09-21,903.75,903.75,849.95,854.2,47900433,967.98
2001-09-24,853,878.6,853,869.05,48761034,1030.18
2001-09-25,869.15,893.35,858.85,861.4,54353301,1168.24
2001-09-26,861.35,877,859.2,873.7,52833284,1116.82
2001-09-27,873.15,893.05,868.3,890,51712403,1122.77
2001-09-28,891.75,922.55,891,913.85,63992439,1300.42
2001-10-01,914.65,919.2,905.5,910.1,49595909,1034.73
2001-10-03,910.05,915.05,896.25,899.65,40480562,840.36
2001-10-04,899.65,914.25,899.65,911.65,47793023,1076.27
2001-10-05,911.6,919.75,903.05,914.6,38678056,972.2
2001-10-08,911.2,913.05,884.65,901.95,36382088,962.61
2001-10-09,903,914.3,902.55,912.7,36541512,842.33
2001-10-10,915.5,942.8,912.9,940.35,53379009,1257.19
2001-10-11,940.45,959.75,940.45,954.9,49847301,1235.83
2001-10-12,958.4,969.9,956.85,960.4,55195833,1399.07
2001-10-15,963.65,966.15,954.35,963.4,43543056,1046.06
2001-10-16,963.4,973.25,962.5,971.25,47172702,1164.45
2001-10-17,971.95,989.05,971.95,986.25,53218059,1337.74
2001-10-18,984.2,984.5,969.35,972.05,42709459,992.93
2001-10-19,972.2,981,970.85,976.65,38879800,1068.08
2001-10-22,980.05,994.15,973.2,976.4,44249199,1133.27
2001-10-23,976.75,994.15,976.55,993.2,51827720,1214.46
2001-10-24,992.95,1000.95,987.4,991.2,59400439,1438.21
2001-10-25,991.25,998,979.95,983.2,60241032,1311.97
2001-10-29,983.15,996.6,974.05,977.45,37908923,879.53
2001-10-30,977.35,977.35,960.5,963.1,46820016,1060.01
2001-10-31,962.85,976.4,959.35,971.9,48402824,1251
2001-11-01,973.55,997.3,973.55,994,53177458,1380.27
2001-11-02,994.25,1009.55,991.95,997.6,57608835,1538.24
2001-11-05,997.25,1001.3,987.85,991.05,44011648,1149.16
2001-11-06,991.2,1007.4,991.15,1001.9,50531340,1126.27
2001-11-07,1001.95,1014.1,984.45,987.5,44843739,1037.49
2001-11-08,987.5,1001.15,985.75,997.7,51431168,1188.47
2001-11-09,999.1,1008.95,999.1,1004.05,62739687,1321.68
2001-11-12,1004.55,1014.25,1003.6,1010.9,46429666,923.83
2001-11-13,1010.95,1013.25,999.85,1005.4,43465584,978.6
2001-11-14,1005.45,1017.2,1004.7,1015.8,13831835,289.6
2001-11-15,1016.05,1038.35,1015.15,1035.7,50501218,1338.06
2001-11-19,1034.2,1072,1032.85,1068.15,73038463,1564.33
2001-11-20,1067.3,1082.4,1046.15,1050.2,72218774,1787.56
2001-11-21,1050.4,1064.85,1046.3,1056.35,57521765,1395.65
2001-11-22,1056.45,1075.9,1056.45,1062.45,60059388,1557.62
2001-11-23,1063.05,1075.05,1057.3,1059,54530688,1328.22
2001-11-26,1059.25,1084.65,1059.25,1080.6,52432285,1381.43
2001-11-27,1087.6,1097.6,1071.05,1076.05,67611969,1854.07
2001-11-28,1076.15,1082.3,1067.65,1070.8,58924642,1528.21
2001-11-29,1070.3,1071,1063,1067.15,60878364,1742.1
2001-12-03,1067.2,1074.5,1063.25,1065.4,53290729,1290.44
2001-12-04,1066.05,1082.6,1065.65,1077.7,58418781,1378.54
2001-12-05,1077.95,1107.15,1077.95,1104.55,67346487,1751.36
2001-12-06,1105.1,1132.65,1105.1,1110.45,77041903,2338.02
2001-12-07,1110.9,1122.65,1109.65,1112.3,59278142,1571.3
2001-12-10,1112.15,1123.55,1112.15,1115.25,54626721,1362.28
2001-12-11,1112.15,1122.85,1107.7,1110.2,69174821,1838.51
2001-12-12,1110.65,1121.55,1104.75,1107.65,54115209,1545.38
2001-12-13,1107.75,1114.15,1069.95,1098.75,66162787,1861.9
2001-12-14,1098.65,1102.9,1082.75,1087.85,41868889,1075.62
2001-12-18,1089.9,1098,1071.35,1082.3,47044326,1225.74
2001-12-19,1082.5,1086.35,1057.1,1060.75,49991317,1307.76
2001-12-20,1060.45,1064.8,1047.5,1062,55791413,1495.95
2001-12-21,1061.8,1061.8,1043.65,1050.85,47173980,1202.65
2001-12-24,1051,1055,1032.6,1048.5,41895503,966.19
2001-12-26,1048.9,1058.3,1030.5,1034.25,42610311,978.87
2001-12-27,1033.85,1037.7,1017.35,1020,60268297,1182.63
2001-12-28,1019.9,1036.35,1010.45,1033.8,56360665,1451.51
2001-12-31,1033.9,1062.3,1033.9,1059.05,53151737,1410.98
2002-01-01,1058.85,1071.15,1052.05,1055.3,43951938,1316.25
2002-01-02,1054.95,1065.25,1054.1,1060.75,49608297,1396.19
2002-01-03,1063.45,1074.85,1062.9,1072.25,61870889,1744.94
2002-01-04,1072.4,1099.25,1072.4,1096.2,74407831,1934.64
2002-01-07,1093.05,1111.55,1093.05,1100.15,61389127,1703.56
2002-01-08,1100.55,1114.55,1097.9,1109.9,67831569,2138.41
2002-01-09,1110,1119.4,1098.7,1102.8,74868151,2201.97
2002-01-10,1098.8,1105.35,1093.6,1098.2,68965273,2360.41
2002-01-11,1098.15,1105.9,1073.45,1088.55,71147237,2173.36
2002-01-14,1089.45,1118.5,1089.45,1109.8,60424974,1789.75
2002-01-15,1109.45,1112.6,1090.2,1094.15,55221142,1570.92
2002-01-16,1094.15,1104.8,1085.3,1090.3,59753435,1845.23
2002-01-17,1090.25,1116.05,1078.95,1109.2,83524489,2598.76
2002-01-18,1109.55,1121.75,1089.05,1093.15,84626074,2710.84
2002-01-21,1093.25,1099.8,1082.65,1091.35,64348299,2078.74
2002-01-22,1091.35,1099,1090,1092.85,55745783,1721.96
2002-01-23,1092.85,1096.95,1087.5,1089.4,53732790,1536.95
2002-01-24,1089.6,1098.6,1081.7,1085.3,47718204,1359.92
2002-01-25,1085.85,1089.7,1077,1080.1,59839751,1857.72
2002-01-28,1083.25,1088.75,1068.7,1071.35,49771696,1473.84
2002-01-29,1071.35,1076.45,1068.85,1071.65,58946386,1775.15
2002-01-30,1072.85,1072.85,1058.8,1067.45,50687169,1458.15
2002-01-31,1067.65,1082,1067.65,1075.4,66028228,1997.32
2002-02-01,1076.95,1088.05,1076.95,1081.65,58399504,1616.41
2002-02-04,1083.05,1086.95,1074.15,1076.9,57892596,1400.92
2002-02-05,1076.25,1081.2,1069.4,1074.25,68534066,1595.08
2002-02-06,1074.4,1117.1,1074,1113.1,73870009,1911.33
2002-02-07,1114.85,1130.95,1104.3,1110.45,93831069,2651.59
2002-02-08,1112.8,1131.85,1104.45,1123.75,73014449,2153.26
2002-02-11,1124.85,1144.15,1124.85,1131.55,61164119,1679.05
2002-02-12,1131.95,1143.3,1125.55,1129.5,59329834,1569.26
2002-02-13,1129.8,1142.3,1129.6,1135.1,55749416,1591.08
2002-02-14,1135.5,1151.65,1133.85,1150,60597908,1387.05
2002-02-15,1150.65,1164.1,1150.3,1159.95,67681171,1569.86
2002-02-18,1159.85,1177.05,1156.7,1172.85,59695028,1480.5
2002-02-19,1172.85,1178.1,1155.1,1158.9,59280466,1555.36
2002-02-20,1158.45,1158.45,1134.65,1145.95,49629349,1229.68
2002-02-21,1146.05,1158.05,1146.05,1149.85,34460898,934.29
2002-02-22,1149.85,1165.7,1145.5,1163.5,53387825,1317.89
2002-02-25,1163.65,1167.6,1155.45,1165.45,51745981,1276
2002-02-26,1165.75,1192.65,1165.75,1189.4,66999666,1742.18
2002-02-27,1190.15,1205.95,1180,1189.2,76052450,2018.96
2002-02-28,1189.6,1197,1135.2,1142.05,104258064,2671.53
2002-03-01,1142.05,1181.25,1135.45,1178,68816352,1732.19
2002-03-04,1178.45,1201.1,1172.3,1177.35,74298964,1806.94
2002-03-05,1176.4,1193.1,1175.15,1178.5,63428456,1837.13
2002-03-06,1176.55,1182.65,1162.75,1172.6,61487666,1648.34
2002-03-07,1173.6,1195.2,1173.6,1193.05,50206347,1752.93
2002-03-08,1193.6,1199.6,1182.55,1187.65,50281539,1845.85
2002-03-11,1187.5,1192.75,1164.55,1167.85,50588345,1743.51
2002-03-12,1167.85,1171.2,1144.3,1150.45,50380999,1656.58
2002-03-13,1150.2,1165.4,1143.55,1157.05,41957225,1363.71
2002-03-14,1156.85,1163.65,1153.15,1159.45,31818825,1039.49
2002-03-15,1159.6,1173.75,1159.6,1169.75,61764394,1706.23
2002-03-18,1169.95,1184.7,1163.75,1169.3,44598134,1257.97
2002-03-19,1169.4,1170.8,1150.3,1152.15,40006138,1157.44
2002-03-20,1152.05,1158.95,1148.5,1155.6,41282550,1233.28
2002-03-21,1155.55,1155.55,1141.05,1144.2,32471168,964.3
2002-03-22,1144.5,1148.65,1135.9,1138.45,36787369,1091.75
2002-03-26,1138.1,1140.2,1117.85,1123.05,32691866,964.1
2002-03-27,1130,1134.1,1121.35,1123.35,41551364,1115.18
2002-03-28,1123.6,1138.45,1123.6,1129.55,55362083,1423.51
2002-04-01,1129.85,1143.3,1129.85,1138.95,41464447,1116.79
2002-04-02,1138.8,1147.3,1132.3,1136.95,50733525,1401.11
2002-04-03,1136.6,1136.9,1121.45,1123.5,39862825,1031.04
2002-04-04,1124.05,1149.65,1123.9,1145.9,49472486,1388.14
2002-04-05,1146.05,1153.3,1139.9,1141.95,40192567,1133.81
2002-04-08,1141.9,1147.9,1134,1135.25,31263947,916.74
2002-04-09,1135.15,1137.45,1122.1,1126.7,37258542,1088.52
2002-04-10,1126.7,1140.25,1125.75,1138.5,48371804,1747.31
2002-04-11,1138.55,1150.2,1138.55,1143.6,48509919,1680.95
2002-04-12,1143.25,1151.55,1138.65,1146.5,38866977,1226.92
2002-04-15,1146.55,1152.55,1130.45,1134.15,32838768,1119.35
2002-04-16,1130.8,1133.5,1116.65,1118.75,32533210,1046.74
2002-04-17,1119,1136.6,1118.95,1125.1,34383746,1259.69
2002-04-18,1125.25,1135,1123.8,1129,34219373,1148.19
2002-04-19,1125.55,1127.05,1097.6,1100.3,42127555,1325.67
2002-04-22,1100.5,1107.2,1088.05,1104.15,38335333,1184.78
2002-04-23,1104,1108.8,1095,1106,39715536,1259.14
2002-04-24,1106.25,1116.85,1105.7,1110.6,40697311,1144.37
2002-04-25,1110.65,1113.85,1089,1094.3,44989860,1186.51
2002-04-26,1094.25,1103.35,1094.1,1097.4,30866979,946.98
2002-04-29,1097.55,1098.65,1073.3,1074.2,41590165,1102.62
2002-04-30,1074.25,1085.75,1073.4,1084.5,35796410,972.43
2002-05-02,1084.8,1101.1,1084.8,1093.3,44413724,1325.68
2002-05-03,1093.4,1098.6,1091.5,1096.95,34201217,874.44
2002-05-06,1096.95,1102.05,1096.25,1100.95,33065194,939.03
2002-05-07,1100.9,1111.85,1096.65,1110.7,34359853,951.77
2002-05-08,1110.7,1122.7,1110.7,1117.6,38154848,1035.47
2002-05-09,1117.7,1136.55,1117.7,1127.6,41844601,1091.86
2002-05-10,1127.05,1127.3,1111.15,1116.4,39471255,949.49
2002-05-13,1116.8,1121.95,1114.2,1119.65,35779577,908.75
2002-05-14,1119.95,1125.95,1111.45,1115.1,45786733,1113.3
2002-05-15,1115.15,1121.5,1102.65,1107.8,43830185,1228.27
2002-05-16,1108.25,1111.25,1089.85,1092.8,48839381,1212.07
2002-05-17,1092.8,1099.75,1079.95,1090.65,55619999,1313.48
2002-05-20,1091.7,1097.95,1071.35,1074.35,43649853,1039
2002-05-21,1074.75,1074.85,1028.25,1049.2,69838950,1594.03
2002-05-22,1049.5,1050.9,1035.5,1045.3,50691915,1316.28
2002-05-23,1045.2,1045.35,1024.3,1026.75,40362927,1053.86
2002-05-24,1026.9,1069.2,1026.9,1067,51001192,1313.52
2002-05-27,1067,1071.5,1054.1,1062.7,45839909,1221.77
2002-05-28,1061.9,1062.3,1034.1,1038.2,47296910,1255.7
2002-05-29,1038.2,1047.95,1026.5,1041.65,59425589,1609.57
2002-05-30,1041.4,1049.95,1030.1,1032.15,56754281,1375.88
2002-05-31,1032.5,1037.7,1020.1,1028.8,48912840,1410.37
2002-06-03,1029.25,1047.25,1029.25,1039.75,35078791,965.33
2002-06-04,1040.15,1047.4,1036.55,1045.4,31085674,826.65
2002-06-05,1045.55,1067.5,1045,1064.2,48382002,1242.79
2002-06-06,1064.15,1072,1055.5,1064.35,49917727,1214.73
2002-06-07,1063.75,1063.75,1044.35,1048.8,34431823,1040.09
2002-06-10,1049.95,1072.5,1049.95,1069.9,36192600,920.75
2002-06-11,1070.95,1099.5,1070.55,1097.05,57802224,1366.89
2002-06-12,1097.15,1100.45,1088.5,1092.8,45733083,1102.81
2002-06-13,1093,1102.05,1080.8,1082.85,36920383,1022.39
2002-06-14,1081.75,1087.6,1079.45,1085.7,45124098,1083.03
2002-06-17,1085.8,1097.55,1085.7,1088.9,35014054,808.88
2002-06-18,1088.9,1097.4,1073.75,1074.95,38285735,998.81
2002-06-19,1074.7,1079.2,1056.45,1062.9,46367417,1301.88
2002-06-20,1063.1,1074,1056.25,1070.05,44432596,1178.65
2002-06-21,1069.5,1069.8,1058.95,1062.55,36400989,971.51
2002-06-24,1065.6,1065.6,1054.45,1061.85,28998464,794.71
2002-06-25,1061.9,1063.3,1048.55,1055.4,48986465,1232.46
2002-06-26,1055.35,1061.05,1042.2,1044.2,38081458,1045.71
2002-06-27,1044.5,1053.7,1044,1048.55,50093269,1332.19
2002-06-28,1049.4,1068.9,1049.4,1057.8,42669654,1093.41
2002-07-01,1058,1070.15,1058,1068.95,31615730,832.49
2002-07-02,1067.9,1071.7,1064.95,1068.05,42057870,1056.49
2002-07-03,1067.8,1074,1065.55,1069.9,39630859,1200.01
2002-07-04,1069.95,1078.55,1068.4,1070.55,39803828,1224.05
2002-07-05,1071,1076.2,1067.45,1073.8,31658677,969.3
2002-07-08,1074,1085.3,1072.9,1082.05,41663659,1144.66
2002-07-09,1081.9,1083.65,1077.55,1080.3,39642048,1060.63
2002-07-10,1081.55,1087.4,1069.45,1071.7,40196542,1334.66
2002-07-11,1070.95,1070.95,1055.3,1056.6,36454257,1056.44
2002-07-12,1057.1,1064.9,1054.9,1058.25,31397210,926.29
2002-07-15,1057.95,1058.45,1043.3,1048,30059725,812.75
2002-07-16,1047.9,1051.85,1033.95,1035.95,41557411,1137.86
2002-07-17,1035.95,1037.5,1025,1032.55,36540126,983.95
2002-07-18,1032.55,1044,1032.55,1041.3,32852208,1005.88
2002-07-19,1041.35,1041.5,1032.25,1035.9,38248003,1027.11
2002-07-22,1035.2,1035.2,1009,1012,38097742,1152.95
2002-07-23,1012.05,1023.65,1005.75,1021.9,48047033,1388.14
2002-07-24,1021.8,1022.2,1001.9,1004.05,43163651,1267.89
2002-07-25,1004.2,1021.3,997.85,1001.55,77644954,1953.04
2002-07-26,1001.05,1001.05,972.55,973.5,59582074,1477.41
2002-07-29,973,977.95,953.15,971.65,55206523,1304.44
2002-07-30,973,987.5,956.8,960.65,54986098,1337.34
2002-07-31,960.3,964.1,943.6,958.9,58530809,1340.32
2002-08-01,959.2,972.05,954.15,957.7,43346922,983.78
2002-08-02,957.55,957.55,935.55,954.75,42399615,1008.81
2002-08-05,954.9,966.5,953.9,963.25,42315175,996.1
2002-08-06,963.3,969.55,955.4,966.65,40644012,960.16
2002-08-07,967.7,978.6,966.55,969.1,44116134,1120.77
2002-08-08,969.15,971.75,951.2,953.55,42631668,1020.17
2002-08-09,953.8,963.85,948,961.95,53339216,1270.86
2002-08-12,961.15,971.55,961.15,969.85,38876795,958.44
2002-08-13,970.4,977.2,969.9,976.05,26756958,632.35
2002-08-14,976.05,976.25,967.25,969.65,40794287,940.47
2002-08-16,970.75,981.2,968.35,979.25,33890407,876.07
2002-08-19,979.4,983.55,978.2,979.85,29704038,751.33
2002-08-20,979.75,990.85,979.05,988.55,41504172,1034.75
2002-08-21,988.6,994.25,984.35,988.45,55111392,1370.13
2002-08-22,988.55,995.3,983.45,985.7,40653997,1136.47
2002-08-23,985.75,996.4,984.7,995.2,39913412,1375.13
2002-08-26,992.4,1001.45,986.15,998.85,45092815,1204.89
2002-08-27,998.85,1003.3,985.7,987.7,54473165,1644.85
2002-08-28,987.35,988.1,981.1,985.7,44209404,1160.35
2002-08-29,985.85,989.4,981.45,987.25,75078066,1891.68
2002-08-30,987.65,1012.75,986.7,1010.6,70534773,1721.88
2002-09-02,1010.9,1024.65,1010.85,1013.5,56393644,1336.13
2002-09-03,1013.65,1014.8,999.4,1001.1,44809812,1118.01
2002-09-04,1000.7,1008.8,990.85,1006.95,53158549,1352.68
2002-09-05,1006.9,1013.45,1004.2,1008.6,57436407,1667
2002-09-06,1008.45,1008.45,992.7,995.2,45009048,1328.48
2002-09-09,992.05,1005.85,985.25,998.55,51864825,1597.74
2002-09-11,998.6,1002.35,993.35,998.85,44180814,1410.78
2002-09-12,998.95,1005.15,998.8,1001.65,43058940,1106.25
2002-09-13,1001.4,1001.4,989.85,992,31250206,871.92
2002-09-16,991.75,997,983.55,985.75,30548896,889.45
2002-09-17,985.75,996.8,985.75,994.9,35811735,1034.67
2002-09-18,994.15,994.15,981.6,983.6,35931214,1097.64
2002-09-19,983.45,985.25,970.8,976.05,40460954,1186.45
2002-09-20,975.6,975.6,960.7,969.6,46970014,1149.06
2002-09-23,969.85,974.75,967.35,970.3,39800308,1081.1
2002-09-24,969.95,969.95,960.2,966.2,40927813,1079.52
2002-09-25,964.65,971.85,960.5,970.05,44112468,1183.02
2002-09-26,970.1,976.25,968.25,969.9,29510252,857.92
2002-09-27,969.95,978,969.25,976.45,48529490,1282.19
2002-09-30,976.15,976.15,961.55,963.15,38959112,1028.47
2002-10-01,961.15,964.2,950.3,955.2,43093930,1205.37
2002-10-03,955.35,957.9,945.8,948.2,41043857,1163.05
2002-10-04,948.1,951.8,944.5,948.2,44508105,1109.34
2002-10-07,947.8,956.35,946.25,954.75,40189307,960.94
2002-10-08,954.8,963.15,952.5,960.8,54859797,1335.5
2002-10-09,960.85,968.75,952.95,954.75,46565044,1223.39
2002-10-10,954.8,960.45,945,958.45,47794544,1695.98
2002-10-11,958.45,973.5,958.45,971.05,50971734,1536.74
2002-10-14,971.5,976.5,969,972.45,40659614,1371.41
2002-10-16,972.9,983.6,971.7,973.6,49810083,1547.95
2002-10-17,973.7,976.05,966.55,973.3,56768806,1695.9
2002-10-18,973.8,982.5,968.8,971.65,52619622,1678.75
2002-10-21,971.75,976.2,965.65,967.35,32914353,1109.05
2002-10-22,967.5,976.35,961.65,962.5,35375332,1131.33
2002-10-23,962.9,963.75,955.45,957.35,50462667,1436.7
2002-10-24,957.7,959.8,945,946.9,38784328,1212.82
2002-10-25,946.8,946.8,929.25,932.2,50212164,1487.21
2002-10-28,932.35,934.9,920.1,922.7,41855140,1110.36
2002-10-29,922.55,939.7,921.65,936.9,63152064,1758.03
2002-10-30,936.15,944.35,935.9,937.75,59331163,1454.94
2002-10-31,937.35,953.3,937.05,951.4,101284389,2552.4
2002-11-01,951.45,956.95,946.4,951.45,81886663,2104.43
2002-11-04,951.6,965.5,951.6,962.1,20401035,556.31
2002-11-05,962.85,963.7,957.2,962.3,46548237,1509.69
2002-11-07,962.35,970.2,957.95,960.7,61354415,2033.24
2002-11-08,960.5,960.95,954.35,956.95,47446182,1349.49
2002-11-11,957.55,958.55,952.1,954.05,43589114,1168.17
2002-11-12,953.9,960.85,948.05,959.85,44778171,1368.55
2002-11-13,960.35,965.75,956.9,962.65,50761991,1572.84
2002-11-14,964.15,974.1,963.5,971.9,62899686,2077.13
2002-11-15,972.3,992.05,972.3,990.35,71314009,2276.78
2002-11-18,990.35,1000.3,989.05,996.85,65778859,2021.86
2002-11-20,996.85,1007.2,992.3,1001.6,79534922,2773.01
2002-11-21,1001.8,1012.75,1001.8,1008.75,70834273,2373.86
2002-11-22,1009.5,1026,1009.5,1020.15,82797325,2956.91
2002-11-25,1020.9,1030.35,1017.5,1026.2,65195626,2094.59
2002-11-26,1026.4,1040.45,1026,1036.15,78128618,2518.63
2002-11-27,1036.35,1042.2,1027.7,1031.1,68616818,2560.95
2002-11-28,1031.25,1051.75,1031.25,1049.7,75687832,2460.37
2002-11-29,1049.55,1057.45,1040.95,1050.15,62330269,1799.4
2002-12-02,1050.15,1070.15,1050.15,1067.9,74959263,2228.38
2002-12-03,1067.7,1075.75,1051.8,1055,76920329,2438.8
2002-12-04,1055.75,1055.75,1034.1,1036.4,63804437,2311.45
2002-12-05,1036.75,1052.45,1036.75,1045.95,66830738,2128.22
2002-12-06,1047.55,1072.25,1047.55,1069.8,86984722,2327.46
2002-12-09,1070.5,1085.75,1054.95,1058.65,98466325,3128.86
2002-12-10,1058.35,1066.1,1045.65,1063.7,74261316,2284.83
2002-12-11,1064.1,1076.95,1062.3,1069.75,75858834,2861.61
2002-12-12,1069.95,1078.85,1066.8,1077,64366654,2332.59
2002-12-13,1074.45,1087.35,1074.45,1086.2,59302311,2135.39
2002-12-16,1089,1100,1075.55,1078.45,66320701,2186.64
2002-12-17,1078.7,1084.95,1069,1073.25,54160964,1745.63
2002-12-18,1073.2,1083.65,1072.85,1077.95,58440571,1908.32
2002-12-19,1077.85,1079.9,1070.5,1076,60426570,2010.98
2002-12-20,1075.45,1084.95,1075.4,1079.3,48150321,1658.56
2002-12-23,1079.3,1082.6,1073.35,1076,39095304,1287.35
