Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,866.40,28.39,289 322.48,57.31,19 139.52,17.05,,20.41,,2.71%,0.99,17.26,14.96%,4.97%,9.99%,,,,
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,838.19,28.48,280 695.20,56.01,18 755.48,16.51,,19.74,,2.55%,1.00,17.00,14.95%,5.23%,9.72%,,,,
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,853.83,28.56,286 732.39,54.67,18 358.12,16.83,,20.10,,2.21%,0.99,16.89,15.05%,5.47%,9.59%,,,,
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,851.80,28.81,286 856.81,54.24,18 265.34,16.81,,20.06,,1.91%,1.01,16.76,15.21%,5.80%,9.40%,,,,
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,880.16,29.03,297 219.94,53.77,18 157.10,17.39,,20.72,,1.67%,1.03,16.88,14.45%,5.42%,9.04%,,,,
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,900.76,29.14,304 996.77,53.14,17 992.26,17.82,,21.21,,1.75%,1.01,17.23,14.46%,5.47%,8.99%,,,,
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,896.41,29.20,304 347.66,53.33,18 107.18,17.75,,21.10,,1.82%,0.99,17.29,14.55%,5.50%,9.05%,,,,
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,816.00,29.07,277 869.11,53.24,18 129.75,16.17,,19.21,,2.11%,1.00,16.94,15.71%,5.94%,9.77%,,,,
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,771.70,28.94,263 606.51,53.19,18 169.38,15.30,,18.17,,2.32%,1.02,16.77,16.13%,6.07%,10.06%,,,,
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,746.92,29.01,255 965.61,52.55,18 007.85,14.82,,17.59,,2.67%,1.03,16.98,15.83%,6.02%,9.81%,,,,
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,765.07,29.15,263 018.11,52.11,17 913.24,15.19,,18.02,,2.77%,1.03,17.44,15.42%,5.79%,9.63%,,,,
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,797.73,29.34,275 087.05,51.78,17 856.60,15.85,,18.80,,2.71%,1.01,17.93,14.52%,5.94%,8.58%,,,,
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,785.12,29.20,271 579.60,51.10,17 674.74,15.61,,18.50,,2.78%,1.02,17.93,14.65%,5.98%,8.67%,,,,
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,872.52,29.18,302 651.98,50.64,17 566.86,17.35,,20.56,,2.28%,0.99,18.32,13.12%,5.81%,7.32%,,,,
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,895.33,29.12,311 404.33,50.36,17 515.87,17.82,,21.10,,1.82%,1.01,18.09,11.71%,6.14%,5.57%,,,,
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,911.77,29.13,317 968.75,48.90,17 053.55,18.16,,21.48,,1.73%,1.00,18.27,11.48%,5.82%,5.66%,,,,
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,905.04,29.07,316 464.39,47.54,16 624.62,18.04,,21.33,,1.68%,0.99,18.30,12.23%,5.60%,6.63%,,,,
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,903.09,29.01,316 629.24,46.34,16 246.20,18.02,,21.29,,1.42%,1.01,18.11,11.93%,5.83%,6.10%,,,,
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,906.39,29.07,318 634.93,44.91,15 788.03,18.10,,21.38,,1.30%,1.03,18.22,11.59%,5.87%,5.72%,,,,
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,925.53,29.08,326 215.93,43.57,15 355.77,18.51,,21.85,,1.50%,1.02,18.75,11.10%,5.83%,5.26%,,,,
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,916.28,29.06,323 807.90,42.17,14 902.52,18.36,,21.66,,1.74%,1.01,19.12,9.81%,5.82%,3.99%,,,,
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,914.19,28.95,323 922.03,40.65,14 403.76,18.35,,21.64,,1.86%,1.01,19.37,10.19%,5.90%,4.30%,,,,
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,909.27,28.81,323 030.93,39.08,13 883.75,18.29,,21.56,,1.98%,1.03,19.59,10.79%,5.77%,5.01%,,,,
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,914.71,28.72,325 813.42,37.60,13 392.81,18.44,,21.73,,2.24%,1.01,20.15,10.90%,5.19%,5.71%,,,,
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,978.20,28.78,349 283.07,37.73,13 470.58,19.77,,23.29,,1.92%,0.98,20.33,10.07%,5.16%,4.91%,,,,
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,966.43,28.77,345 934.74,37.77,13 519.51,19.58,,23.06,,1.66%,0.99,19.93,9.76%,5.47%,4.28%,,,,
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,949.45,28.71,340 714.59,37.73,13 541.26,19.28,,22.70,,1.60%,1.01,19.68,10.39%,5.29%,5.10%,,,,
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,948.21,28.67,341 125.34,38.36,13 801.51,19.30,,22.71,,1.63%,1.01,19.85,9.92%,5.24%,4.69%,,,,
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,964.05,28.63,347 682.53,38.97,14 053.39,19.66,,23.13,,1.54%,1.02,20.07,9.40%,5.21%,4.19%,,,,
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,945.46,28.53,341 837.94,39.48,14 275.69,19.32,,22.72,,1.67%,1.04,20.31,8.92%,5.31%,3.60%,,,,
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,959.11,28.52,347 632.10,40.16,14 556.91,19.62,,23.07,,1.98%,1.02,21.00,7.49%,5.22%,2.27%,,,,
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,963.02,28.50,349 911.26,40.81,14 827.67,19.72,,23.18,,2.21%,1.02,21.44,7.51%,5.34%,2.17%,,,,
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,961.56,28.49,350 242.60,41.45,15 098.40,19.71,,23.16,,2.39%,0.99,21.76,6.95%,5.53%,1.42%,,,,
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,944.48,28.36,344 881.23,42.11,15 375.43,19.37,,22.76,,2.31%,0.99,21.54,6.95%,5.60%,1.36%,,,,
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,966.79,28.31,353 889.89,42.85,15 684.17,19.83,,23.30,,1.95%,1.01,21.19,7.37%,5.71%,1.66%,,,,
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,996.76,28.35,365 724.36,43.68,16 026.26,20.45,,24.02,,1.93%,1.02,21.48,6.93%,5.64%,1.29%,,,,
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,990.93,28.26,364 450.73,44.03,16 194.83,20.32,,23.87,,2.16%,1.03,21.76,6.89%,5.48%,1.42%,,,,
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,1002.15,28.24,369 441.71,44.45,16 385.25,20.55,,24.12,,2.48%,1.03,22.35,5.96%,5.28%,0.68%,,,,
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,1017.79,28.22,376 073.57,44.86,16 574.77,20.86,,24.48,,2.72%,1.01,22.85,5.85%,5.09%,0.75%,,,,
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,999.00,28.17,369 997.91,44.35,16 425.61,20.46,,24.01,,2.78%,1.00,22.92,6.59%,4.99%,1.60%,,,,
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,1002.50,28.16,372 163.42,43.91,16 299.13,20.52,,24.07,,2.65%,1.01,22.88,7.10%,5.39%,1.70%,,,,
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,1007.43,28.15,374 864.31,43.46,16 172.23,20.61,,24.18,,2.69%,1.02,23.10,7.60%,5.52%,2.08%,,,,
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,1005.70,28.15,375 092.99,44.27,16 511.84,20.56,,24.12,,2.81%,1.01,23.48,7.65%,4.80%,2.85%,,,,
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,1018.25,28.07,380 649.45,44.96,16 805.81,20.81,,24.41,,2.88%,1.03,23.75,7.43%,4.27%,3.16%,,,,
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,1027.58,28.01,385 009.47,45.67,17 110.97,20.99,,24.61,,3.12%,1.01,24.40,7.61%,4.14%,3.47%,,,,
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,1033.74,27.94,388 187.14,46.57,17 488.92,21.11,,24.74,,3.14%,0.97,24.46,7.75%,4.15%,3.60%,,,,
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,1030.78,27.97,387 951.56,47.63,17 927.12,21.04,,24.65,,2.75%,1.00,23.84,7.92%,4.48%,3.44%,,,,
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,1037.59,28.01,391 394.78,48.75,18 387.45,21.16,,24.78,,2.66%,1.01,23.86,8.16%,4.54%,3.62%,,,,
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,1050.39,28.03,397 102.51,49.20,18 601.83,21.41,,25.06,,2.60%,0.99,23.94,8.47%,4.59%,3.88%,,,,
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,1043.69,28.03,395 452.50,49.65,18 811.88,21.26,,24.88,,2.39%,0.97,23.58,8.57%,4.79%,3.79%,,,,
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,1023.00,28.03,388 500.87,50.09,19 022.56,20.83,,24.36,,2.00%,0.97,22.75,8.53%,5.35%,3.18%,,,,
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,985.10,28.09,374 993.68,51.85,19 737.83,20.06,,23.44,,1.66%,0.99,22.04,8.98%,5.23%,3.75%,,,,
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,992.51,28.17,378 708.13,53.64,20 468.21,20.20,,23.59,,1.39%,1.01,21.83,8.53%,5.00%,3.53%,,,,
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,997.77,28.17,381 613.99,55.28,21 143.44,20.29,,23.69,,1.45%,0.99,22.01,8.72%,4.91%,3.80%,,,,
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,987.58,28.16,378 612.71,56.69,21 732.07,20.07,,23.42,,1.29%,1.01,21.77,8.57%,5.28%,3.30%,,,,
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,1011.58,28.11,388 712.34,58.01,22 289.17,20.54,,23.95,,1.24%,0.99,21.91,8.13%,5.43%,2.70%,,,,
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,1014.78,28.08,390 842.08,59.39,22 875.01,20.58,,23.98,,0.99%,0.99,21.64,8.35%,5.70%,2.65%,,,,
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,1007.27,28.26,388 852.94,61.72,23 827.00,20.40,,23.75,,0.73%,0.99,21.34,8.36%,5.85%,2.50%,,,,
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,999.85,28.40,386 902.87,64.00,24 766.28,20.21,,23.51,,0.57%,1.02,21.13,8.91%,5.91%,3.00%,,,,
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,987.22,28.56,382 939.51,66.37,25 742.98,19.91,,23.15,,0.79%,1.01,21.49,9.36%,5.78%,3.58%,,,,
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,1005.01,28.47,390 760.55,67.50,26 246.68,20.22,,23.49,,0.77%,1.03,21.59,8.97%,5.75%,3.21%,,,,
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,1036.88,28.36,404 071.01,68.64,26 746.90,20.80,,24.14,,0.93%,1.03,22.11,8.72%,5.52%,3.20%,,,,
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,1057.54,28.24,413 038.55,69.80,27 262.30,21.15,,24.53,,1.12%,1.02,22.59,8.37%,4.97%,3.40%,,,,
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,1085.61,28.31,424 921.83,70.91,27 755.91,21.64,,25.07,,1.14%,1.04,22.88,7.73%,4.94%,2.79%,,,,
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,1117.39,28.39,438 286.00,72.11,28 284.14,22.20,,25.68,,1.43%,1.04,23.68,7.55%,4.79%,2.76%,,,,
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,1148.27,28.44,451 330.68,73.30,28 811.19,22.72,,26.26,,1.78%,1.00,24.57,7.46%,4.56%,2.90%,,,,
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,1186.64,28.61,467 347.13,73.83,29 078.71,23.38,,26.99,,1.53%,0.99,24.50,7.23%,4.42%,2.81%,,,,
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,1187.23,28.69,468 521.18,74.17,29 270.53,23.28,,26.86,,1.34%,1.03,24.19,7.18%,4.47%,2.71%,,,,
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,1226.57,28.78,484 992.53,74.56,29 479.82,23.95,,27.59,,1.51%,1.02,24.79,6.71%,4.17%,2.54%,,,,
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,1231.35,28.83,487 831.16,73.45,29 100.90,23.93,,27.54,,1.66%,1.01,25.13,6.34%,3.83%,2.51%,,,,
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,1258.80,29.00,499 666.08,72.64,28 834.61,24.35,,28.00,,1.67%,1.02,25.48,6.59%,3.74%,2.85%,,,,
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1299.89,29.17,516 941.89,71.83,28 565.25,25.03,,28.75,,1.74%,1.01,26.04,6.50%,3.65%,2.84%,,,,
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1292.00,29.21,514 771.37,71.47,28 474.63,24.76,,28.42,,1.87%,0.99,26.13,6.62%,3.62%,3.00%,,,,
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1361.44,29.34,543 412.96,71.29,28 455.94,25.98,,29.78,,1.59%,0.97,25.86,6.02%,3.62%,2.40%,,,,
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1349.30,29.40,539 543.01,70.98,28 383.40,25.63,,29.36,,1.28%,0.99,24.98,6.19%,3.84%,2.35%,,,,
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1344.32,29.41,538 534.80,71.31,28 567.30,25.42,,29.10,,1.13%,0.99,24.58,6.21%,3.74%,2.46%,,,,
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1370.90,29.47,550 164.31,71.78,28 804.94,25.81,,29.52,,0.83%,0.99,24.25,5.84%,3.77%,2.07%,,,,
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1385.09,29.57,556 847.01,72.33,29 079.33,25.97,,29.67,,0.59%,1.01,24.08,5.40%,3.87%,1.53%,,,,
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1331.92,29.78,536 469.83,72.94,29 380.44,24.86,,28.38,,0.82%,1.02,24.24,5.84%,3.83%,2.01%,,,,
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1367.79,29.99,551 924.70,73.56,29 680.65,25.41,,28.99,,0.96%,0.99,24.74,5.76%,3.81%,1.95%,,,,
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1388.56,30.16,561 318.95,74.07,29 942.33,25.68,,29.27,,0.72%,1.03,24.46,5.90%,4.15%,1.75%,,,,
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1438.69,30.23,582 602.00,75.70,30 655.83,26.48,,30.16,,0.92%,1.03,25.05,5.94%,3.99%,1.95%,,,,
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1506.00,30.34,610 883.36,77.42,31 404.85,27.59,,31.38,,1.11%,1.00,25.75,5.66%,3.87%,1.79%,,,,
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1521.52,30.50,618 208.67,79.28,32 214.22,27.72,,31.51,,0.99%,0.98,25.69,5.75%,3.95%,1.80%,,,,
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1563.61,30.51,636 344.62,80.06,32 583.20,28.33,,32.17,,0.60%,1.02,25.23,5.48%,3.98%,1.50%,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1624.15,30.53,662 019.84,80.84,32 949.42,29.27,,33.19,,0.64%,0.99,25.58,5.18%,3.86%,1.32%,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1607.45,30.56,656 249.86,81.66,33 336.06,28.80,,32.64,,0.40%,0.99,25.15,4.91%,4.11%,0.80%,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1548.23,30.59,633 113.84,81.76,33 434.87,27.59,,31.23,,0.31%,1.02,24.90,5.65%,4.08%,1.57%,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1689.45,30.68,691 907.42,82.02,33 592.25,29.93,,33.84,,0.17%,1.02,25.39,5.00%,3.81%,1.19%,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1774.84,30.71,727 926.27,82.13,33 684.52,31.26,,35.31,,0.22%,1.03,25.90,4.49%,3.34%,1.15%,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1871.75,30.78,768 724.39,82.09,33 713.58,32.77,,36.97,,0.33%,1.00,26.53,3.98%,3.22%,0.76%,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1872.19,30.84,769 962.67,82.00,33 721.78,32.59,,36.73,,0.23%,1.01,26.46,3.54%,3.57%,-0.03%,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1887.25,30.88,777 211.25,81.85,33 708.85,32.67,,36.78,,0.29%,1.02,26.71,3.73%,3.61%,0.12%,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1910.98,30.91,788 047.76,81.03,33 416.64,32.90,,37.00,,0.44%,1.02,27.14,3.87%,3.45%,0.41%,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1887.56,31.05,779 455.35,80.47,33 228.63,32.34,,36.32,,0.63%,1.01,27.59,3.41%,3.57%,-0.16%,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1937.10,31.20,800 986.87,79.95,33 059.22,33.03,,37.06,,0.62%,1.03,27.91,3.26%,3.54%,-0.28%,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1935.50,31.24,801 398.87,79.68,32 992.32,32.86,,36.83,,0.90%,1.00,28.57,2.50%,3.58%,-1.08%,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,2052.99,31.28,851 129.09,79.41,32 923.12,34.71,,38.86,,0.70%,1.00,28.58,1.69%,3.58%,-1.89%,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2155.47,31.31,894 693.40,79.15,32 852.15,36.30,,40.58,,0.47%,1.01,28.49,0.83%,3.75%,-2.92%,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2222.16,31.47,923 463.36,78.62,32 672.44,37.28,,41.63,,0.37%,1.00,28.59,0.87%,3.54%,-2.67%,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2210.52,31.61,919 723.56,78.10,32 493.44,36.96,,41.22,,0.37%,1.02,28.65,1.08%,3.29%,-2.21%,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2207.75,31.77,919 671.74,77.62,32 334.83,36.80,,40.99,,0.50%,1.01,29.08,0.54%,2.88%,-2.34%,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2300.91,31.86,959 586.81,76.94,32 089.13,38.26,,42.56,,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2135.24,31.96,891 605.89,76.27,31 846.40,35.42,,39.36,,0.70%,1.05,29.63,0.42%,2.92%,-2.50%,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,2025.51,32.03,846 898.35,75.59,31 606.01,33.53,,37.21,,1.34%,1.03,30.96,0.46%,2.69%,-2.23%,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,2043.99,32.01,855 740.16,75.16,31 465.05,33.77,,37.44,,1.59%,0.98,31.70,-1.79%,2.48%,-4.27%,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2265.64,32.04,949 653.52,74.91,31 397.08,37.37,,41.38,,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2357.39,32.09,989 232.65,74.70,31 346.55,38.82,,42.93,,1.05%,1.00,31.66,-3.82%,4.06%,-7.88%,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2467.69,32.18,1 036 641.85,74.96,31 489.61,40.58,,44.81,,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2460.36,32.30,1 034 696.55,75.31,31 671.11,40.40,,44.56,,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2521.93,32.37,1 061 724.64,75.52,31 793.92,41.36,,45.55,,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2607.46,32.14,1 098 856.49,76.69,32 321.25,42.70,,46.97,,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2602.20,32.14,1 097 770.47,78.41,33 079.72,42.56,,46.75,,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2583.60,32.14,1 091 054.67,80.13,33 839.98,42.18,,46.27,,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2689.67,32.16,1 136 980.22,81.80,34 578.94,43.83,,48.01,,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2579.29,32.21,1 091 451.59,83.51,35 337.81,41.93,,45.87,,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2548.97,32.18,1 079 759.46,85.01,36 009.18,41.32,,45.15,,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2509.37,32.15,1 064 119.63,87.56,37 132.03,40.55,,44.26,,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2683.42,32.16,1 139 059.36,90.22,38 296.20,43.21,,47.09,,-0.77%,0.99,29.14,-3.13%,4.04%,-7.17%,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2756.10,32.20,1 171 053.61,92.93,39 483.76,44.20,,48.11,,-1.09%,0.98,28.75,-3.17%,4.06%,-7.23%,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2742.00,32.15,1 166 197.80,94.43,40 163.32,43.77,,47.59,,-1.52%,1.02,28.03,-3.03%,4.20%,-7.23%,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2655.64,32.00,1 130 602.23,95.65,40 721.23,42.19,,45.81,,-1.28%,1.02,28.30,-3.02%,4.16%,-7.18%,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2735.08,31.78,1 165 550.36,96.62,41 176.24,43.22,,46.88,,-1.05%,1.03,28.76,-2.79%,3.95%,-6.75%,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2769.78,31.73,1 181 464.10,97.18,41 452.90,43.53,,47.16,,-0.81%,0.97,29.47,-2.55%,3.61%,-6.16%,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2685.37,31.65,1 146 584.74,97.68,41 706.58,41.97,,45.41,,-1.18%,1.03,28.62,-2.86%,4.31%,-7.17%,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2753.23,31.45,1 176 680.37,97.78,41 788.59,42.78,,46.25,,-0.89%,1.01,29.34,-3.45%,4.28%,-7.73%,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2767.60,31.16,1 183 931.42,98.67,42 207.87,42.76,,46.17,,-0.86%,1.02,29.53,-3.53%,4.41%,-7.93%,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2791.01,30.94,1 195 049.14,99.78,42 724.19,42.87,,46.24,,-0.74%,1.01,30.16,-3.55%,4.47%,-8.02%,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2744.01,30.56,1 176 013.89,100.37,43 017.57,41.90,,45.15,,-0.68%,1.01,30.22,-3.08%,4.52%,-7.59%,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2593.91,30.46,1 112 770.16,97.90,41 998.17,39.37,,42.38,,-0.52%,1.01,30.45,-2.11%,4.55%,-6.66%,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2569.85,30.39,1 103 537.30,95.54,41 027.76,38.78,,41.71,,-0.47%,1.04,30.63,-1.80%,4.30%,-6.10%,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2483.42,30.36,1 067 510.43,93.30,40 103.93,37.27,,40.06,,0.10%,1.01,31.93,-1.13%,3.40%,-4.53%,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2476.54,29.98,1 065 624.29,89.89,38 679.47,36.98,,39.71,,0.21%,1.01,32.06,-0.82%,3.25%,-4.07%,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2411.49,29.68,1 038 700.73,86.73,37 355.84,35.83,,38.46,,0.38%,1.02,32.22,-0.30%,3.02%,-3.32%,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,2185.09,29.43,942 237.20,83.73,36 105.12,32.33,,34.68,,0.90%,0.98,32.81,0.46%,2.90%,-2.44%,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,2183.76,29.14,942 713.61,78.11,33 717.77,32.17,,34.50,,0.69%,0.99,32.18,0.61%,3.02%,-2.41%,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,2321.07,28.84,1 003 023.85,72.49,31 324.18,34.07,,36.52,,0.29%,1.01,31.56,0.01%,3.46%,-3.45%,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,2259.41,28.62,977 408.86,67.10,29 029.29,33.07,,35.43,,0.47%,1.01,31.92,-0.09%,3.53%,-3.62%,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,2203.11,28.73,954 088.68,62.12,26 903.59,32.16,,34.45,,0.55%,1.03,32.24,0.45%,3.44%,-2.99%,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,2155.64,28.76,934 570.66,56.95,24 691.91,31.40,,33.63,,0.87%,1.02,33.07,-0.47%,3.80%,-4.27%,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1902.22,28.66,825 735.94,51.55,22 377.65,27.67,,29.63,,1.54%,1.02,33.68,0.67%,3.91%,-3.23%,,,,
