Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1953.12,24.83,1.45,2.51,26.90,1953.96,2.59,299.69,17.50,25 348.03,30.29,2 562.37,11.75,,15.10,,10.37%,1.01,10.95,14.12%,0.85%,13.27%,,,,
1954.01,25.46,1.46,2.52,26.90,1954.04,2.48,307.29,17.58,26 115.09,30.46,2 588.26,12.00,,15.43,,10.30%,1.00,11.08,14.15%,0.73%,13.43%,,,,
1954.02,26.02,1.46,2.54,26.90,1954.12,2.47,314.05,17.66,26 814.58,30.62,2 614.13,12.22,,15.71,,10.17%,1.01,11.12,14.02%,0.75%,13.27%,,,,
1954.03,26.57,1.47,2.55,26.90,1954.21,2.37,320.69,17.74,27 507.62,30.78,2 639.99,12.42,,15.97,,10.13%,1.01,11.24,13.96%,0.62%,13.34%,,,,
1954.04,27.63,1.46,2.57,26.80,1954.29,2.29,334.73,17.73,28 838.48,31.17,2 685.88,12.91,,16.60,,9.81%,0.99,11.38,13.62%,0.52%,13.10%,,,,
1954.05,28.73,1.46,2.60,26.90,1954.37,2.37,346.76,17.58,30 001.34,31.34,2 711.58,13.31,,17.12,,9.54%,1.00,11.28,13.31%,0.67%,12.64%,,,,
1954.06,28.96,1.45,2.62,26.90,1954.46,2.38,349.54,17.50,30 367.70,31.62,2 747.35,13.36,,17.18,,9.44%,1.01,11.29,13.09%,0.68%,12.41%,,,,
1954.07,30.13,1.46,2.62,26.90,1954.54,2.30,363.66,17.58,31 721.86,31.66,2 761.93,13.83,,17.78,,9.20%,1.00,11.39,13.00%,0.58%,12.42%,,,,
1954.08,30.73,1.46,2.63,26.90,1954.62,2.36,370.90,17.66,32 481.95,31.70,2 776.42,14.04,,18.05,,9.04%,1.00,11.36,12.63%,0.68%,11.95%,,,,
1954.09,31.45,1.47,2.63,26.80,1954.71,2.38,381.01,17.81,33 497.01,31.86,2 801.18,14.36,,18.45,,8.82%,1.00,11.40,12.47%,0.64%,11.83%,,,,
1954.1,32.18,1.49,2.68,26.80,1954.79,2.43,389.85,18.09,34 407.07,32.43,2 861.91,14.62,,18.78,,8.65%,1.00,11.37,12.39%,0.70%,11.68%,,,,
1954.11,33.44,1.52,2.72,26.80,1954.87,2.48,405.11,18.37,35 889.40,32.99,2 922.81,15.12,,19.41,,8.37%,1.00,11.35,11.98%,0.76%,11.22%,,,,
1954.12,34.97,1.54,2.77,26.70,1954.96,2.51,425.24,18.73,37 810.29,33.68,2 994.98,15.79,,20.26,,7.96%,0.99,11.38,11.23%,0.74%,10.49%,,,,
1955.01,35.60,1.55,2.83,26.70,1955.04,2.61,432.90,18.81,38 630.81,34.45,3 074.55,15.99,,20.50,,7.78%,1.00,11.31,11.30%,0.83%,10.47%,,,,
1955.02,36.79,1.55,2.90,26.70,1955.12,2.65,447.37,18.89,40 062.59,35.22,3 154.34,16.44,,21.06,,7.57%,1.00,11.29,11.01%,0.87%,10.14%,,,,
1955.03,36.50,1.56,2.96,26.70,1955.21,2.68,443.84,18.97,39 888.36,35.99,3 234.78,16.22,,20.76,,7.62%,1.00,11.29,11.06%,0.87%,10.18%,,,,
1955.04,37.76,1.56,3.05,26.70,1955.29,2.75,459.16,19.01,41 407.70,37.05,3 340.98,16.69,,21.33,,7.38%,1.00,11.24,10.78%,0.92%,9.86%,,,,
1955.05,37.60,1.57,3.13,26.70,1955.37,2.76,457.22,19.05,41 375.41,38.10,3 447.95,16.52,,21.10,,7.37%,1.00,11.26,10.98%,0.94%,10.04%,,,,
1955.06,39.78,1.57,3.22,26.70,1955.46,2.78,483.72,19.09,43 918.27,39.16,3 554.97,17.37,,22.16,,6.94%,0.99,11.27,9.74%,0.90%,8.84%,,,,
1955.07,42.69,1.59,3.29,26.80,1955.54,2.90,517.17,19.22,47 100.57,39.90,3 633.58,18.45,,23.50,,6.52%,1.00,11.13,8.99%,1.06%,7.92%,,,,
1955.08,42.43,1.60,3.37,26.80,1955.62,2.97,514.02,19.42,46 961.12,40.79,3 726.20,18.22,,23.17,,6.52%,1.00,11.09,9.25%,1.10%,8.15%,,,,
1955.09,44.34,1.62,3.44,26.90,1955.71,2.97,535.17,19.55,49 041.52,41.52,3 804.75,18.84,,23.93,,6.38%,1.01,11.08,9.16%,1.11%,8.05%,,,,
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,508.25,19.63,46 724.99,42.24,3 883.58,17.77,,22.53,,6.79%,1.00,11.19,9.93%,0.96%,8.96%,,,,
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,542.53,19.71,50 027.26,42.97,3 962.11,18.84,,23.84,,6.46%,1.00,11.21,9.30%,0.90%,8.39%,,,,
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,549.64,19.87,50 835.79,43.85,4 056.11,18.94,,23.94,,6.26%,1.01,11.21,9.07%,0.77%,8.29%,,,,
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,534.86,20.23,49 624.75,44.14,4 095.11,18.29,,23.08,,6.51%,1.01,11.30,9.54%,0.74%,8.80%,,,,
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,538.25,20.59,50 098.70,44.42,4 134.49,18.27,,23.02,,6.64%,0.99,11.38,9.32%,0.47%,8.86%,,,,
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,575.32,20.96,53 711.68,44.70,4 173.43,19.37,,24.37,,6.09%,0.98,11.29,8.10%,0.52%,7.58%,,,,
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,579.94,21.16,54 307.66,44.17,4 136.65,19.37,,24.34,,5.85%,1.01,11.07,8.27%,0.80%,7.47%,,,,
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,559.64,21.36,52 572.90,43.65,4 100.55,18.54,,23.27,,6.18%,1.01,11.16,8.07%,0.73%,7.34%,,,,
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,552.30,21.49,52 051.78,42.97,4 049.85,18.16,,22.77,,6.33%,0.99,11.17,8.08%,0.71%,7.38%,,,,
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,578.01,21.49,54 643.63,42.10,3 980.46,18.86,,23.62,,5.50%,0.98,11.02,7.53%,0.69%,6.83%,,,,
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,576.68,21.72,54 688.88,41.70,3 954.96,18.67,,23.37,,5.08%,1.00,10.88,6.81%,0.64%,6.17%,,,,
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,555.02,21.80,52 807.45,41.00,3 900.81,17.84,,22.31,,5.22%,1.01,10.82,6.84%,0.77%,6.07%,,,,
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,545.92,21.33,52 110.56,40.65,3 880.49,17.42,,21.78,,5.23%,0.99,10.85,6.86%,0.86%,6.00%,,,,
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,540.25,20.94,51 736.16,40.46,3 874.19,17.12,,21.39,,4.94%,0.99,10.75,7.49%,0.88%,6.61%,,,,
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,546.30,20.47,52 478.07,40.11,3 853.36,17.20,,21.47,,4.75%,1.01,10.65,7.41%,1.27%,6.15%,,,,
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,534.41,20.43,51 500.29,40.07,3 861.86,16.72,,20.86,,5.05%,1.01,10.80,8.05%,1.37%,6.68%,,,,
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,509.51,20.32,49 263.65,39.89,3 856.92,15.84,,19.76,,5.54%,1.00,10.90,8.93%,1.28%,7.65%,,,,
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,514.22,20.20,49 881.59,39.71,3 851.86,15.90,,19.82,,5.29%,1.00,10.82,9.04%,1.43%,7.62%,,,,
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,524.25,20.13,51 016.96,39.64,3 857.89,16.12,,20.09,,5.17%,0.99,10.75,8.98%,1.46%,7.52%,,,,
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,542.43,20.06,52 949.58,39.58,3 863.50,16.60,,20.66,,4.91%,0.99,10.64,8.76%,1.37%,7.40%,,,,
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,549.40,19.99,53 792.20,39.52,3 868.97,16.73,,20.81,,4.65%,0.99,10.46,8.45%,1.42%,7.03%,,,,
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,556.53,19.96,54 653.27,39.43,3 871.89,16.87,,20.96,,4.46%,1.00,10.31,8.46%,1.47%,6.99%,,,,
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,525.90,20.08,51 809.45,39.62,3 903.03,15.87,,19.70,,4.69%,1.00,10.34,9.21%,1.35%,7.86%,,,,
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,504.56,20.19,49 873.00,39.81,3 934.95,15.16,,18.81,,4.77%,1.00,10.38,9.77%,1.31%,8.46%,,,,
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,473.13,20.31,46 933.12,39.43,3 911.10,14.15,,17.55,,5.19%,1.02,10.37,10.42%,1.19%,9.23%,,,,
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,461.29,20.35,45 926.78,38.91,3 873.70,13.74,,17.04,,5.65%,1.05,10.59,10.30%,0.80%,9.51%,,,,
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,461.06,20.46,46 073.80,38.53,3 849.96,13.67,,16.95,,6.06%,1.01,11.08,10.58%,0.40%,10.18%,,,,
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,466.80,20.24,46 816.40,37.39,3 749.56,13.79,,17.09,,6.06%,1.01,11.14,10.33%,0.46%,9.87%,,,,
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,468.39,20.17,47 144.36,36.52,3 675.42,13.78,,17.09,,6.19%,1.01,11.21,9.74%,0.39%,9.35%,,,,
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,474.72,19.95,47 948.81,35.40,3 575.38,13.93,,17.26,,6.30%,1.01,11.22,9.35%,0.26%,9.10%,,,,
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,475.66,19.74,48 209.99,34.49,3 495.62,13.91,,17.24,,6.27%,1.00,11.31,10.07%,0.28%,9.80%,,,,
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,490.94,19.59,49 923.96,33.70,3 427.27,14.32,,17.74,,5.98%,1.00,11.30,9.94%,0.13%,9.80%,,,,
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,502.74,19.44,51 288.21,32.92,3 358.09,14.64,,18.12,,5.70%,0.98,11.28,9.89%,0.25%,9.64%,,,,
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,514.77,19.37,52 680.86,32.62,3 337.90,14.96,,18.51,,5.23%,0.97,11.05,9.54%,0.62%,8.93%,,,,
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,535.88,19.44,55 006.38,32.54,3 340.36,15.54,,19.23,,4.56%,0.98,10.80,8.83%,0.92%,7.90%,,,,
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,550.03,19.44,56 625.62,32.35,3 330.92,15.93,,19.70,,4.18%,1.00,10.64,8.85%,1.06%,7.79%,,,,
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,572.39,19.51,59 094.58,32.39,3 344.24,16.56,,20.46,,3.95%,1.01,10.63,8.62%,0.96%,7.66%,,,,
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,587.77,19.52,60 850.30,32.32,3 345.80,16.99,,20.97,,3.97%,0.99,10.68,8.46%,0.84%,7.62%,,,,
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,600.92,19.66,62 381.90,32.47,3 370.42,17.36,,21.40,,3.73%,0.99,10.65,8.30%,0.64%,7.66%,,,,
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,622.70,19.67,64 812.44,33.18,3 453.09,17.98,,22.14,,3.45%,1.01,10.51,7.42%,0.79%,6.63%,,,,
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,615.30,19.81,64 214.62,34.11,3 560.32,17.76,,21.84,,3.63%,1.00,10.63,7.44%,0.56%,6.88%,,,,
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,630.92,19.88,66 017.25,34.94,3 655.87,18.20,,22.36,,3.46%,0.99,10.64,6.84%,0.44%,6.41%,,,,
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,639.27,19.89,67 064.22,35.90,3 766.25,18.43,,22.61,,3.26%,0.99,10.53,6.86%,0.64%,6.22%,,,,
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,648.90,19.97,68 248.84,36.98,3 889.72,18.69,,22.89,,3.04%,1.00,10.40,7.01%,0.67%,6.34%,,,,
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,641.09,19.97,67 602.62,37.93,4 000.15,18.45,,22.56,,3.07%,1.00,10.38,6.51%,0.51%,6.00%,,,,
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,664.24,19.98,70 219.92,37.92,4 008.20,19.09,,23.31,,2.95%,1.00,10.33,5.59%,0.45%,5.15%,,,,
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,660.46,20.05,69 996.91,38.03,4 030.13,18.96,,23.11,,2.91%,0.98,10.34,5.54%,0.46%,5.08%,,,,
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,632.17,20.06,67 175.36,38.01,4 038.76,18.12,,22.07,,2.90%,1.02,10.14,6.01%,0.34%,5.67%,,,,
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,629.47,20.06,67 065.85,37.73,4 020.03,18.02,,21.91,,3.20%,1.00,10.27,6.11%,0.27%,5.84%,,,,
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,632.01,20.14,67 515.25,37.58,4 014.97,18.07,,21.95,,3.14%,0.99,10.31,6.09%,0.21%,5.88%,,,,
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,652.22,20.21,69 854.04,37.44,4 009.57,18.62,,22.59,,2.90%,1.00,10.21,5.13%,-0.06%,5.18%,,,,
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,643.03,20.68,69 054.66,37.56,4 034.04,18.34,,22.22,,2.96%,1.02,10.26,5.16%,-0.16%,5.32%,,,,
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,615.99,21.02,66 339.53,37.44,4 031.75,17.55,,21.23,,3.47%,1.02,10.46,5.19%,0.04%,5.15%,,,,
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,607.60,21.42,65 627.92,37.44,4 043.60,17.29,,20.90,,3.76%,1.00,10.70,5.45%,-0.06%,5.52%,,,,
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,613.35,21.39,66 441.99,36.83,3 989.94,17.43,,21.06,,3.71%,1.00,10.68,4.95%,-0.28%,5.23%,,,,
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,607.74,21.42,66 027.36,36.36,3 949.84,17.26,,20.83,,3.66%,1.02,10.65,3.75%,-0.59%,4.33%,,,,
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,628.06,21.39,68 428.96,35.76,3 895.89,17.82,,21.49,,3.67%,1.02,10.83,3.30%,-0.69%,3.98%,,,,
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,612.49,21.39,66 926.18,35.79,3 911.21,17.38,,20.94,,3.93%,1.01,11.09,3.53%,-0.65%,4.18%,,,,
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,619.84,21.39,67 923.96,35.83,3 926.48,17.58,,21.17,,3.88%,1.00,11.22,3.71%,-0.75%,4.46%,,,,
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,601.19,21.39,66 075.91,35.87,3 942.13,17.05,,20.51,,4.02%,1.00,11.25,4.58%,-0.67%,5.25%,,,,
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,585.39,21.25,64 533.78,35.63,3 927.52,16.61,,19.96,,4.07%,1.00,11.13,5.03%,-0.51%,5.54%,,,,
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,604.35,21.25,66 818.83,35.63,3 939.02,17.15,,20.59,,3.80%,1.01,11.13,4.63%,-0.16%,4.79%,,,,
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,618.84,21.25,68 616.69,35.63,3 950.29,17.56,,21.07,,3.63%,1.00,11.25,5.03%,0.06%,4.96%,,,,
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,650.65,21.21,72 340.14,34.97,3 888.34,18.47,,22.14,,3.18%,1.01,11.28,4.89%,0.19%,4.70%,,,,
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,677.34,21.17,75 504.04,34.32,3 825.60,19.23,,23.03,,2.91%,1.01,11.37,4.85%,0.24%,4.61%,,,,
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,698.59,21.14,78 068.61,33.67,3 762.20,19.84,,23.73,,2.75%,1.00,11.45,4.76%,0.50%,4.26%,,,,
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,717.22,21.14,80 347.44,33.45,3 747.02,20.38,,24.35,,2.58%,1.01,11.45,4.81%,0.43%,4.39%,,,,
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,724.52,21.14,81 362.51,33.23,3 731.66,20.60,,24.58,,2.56%,0.99,11.55,4.51%,-0.08%,4.59%,,,,
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,714.93,21.14,80 483.63,33.01,3 716.33,20.33,,24.24,,2.45%,1.00,11.42,4.38%,-0.09%,4.47%,,,,
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,708.22,21.07,79 925.42,32.86,3 708.85,20.15,,24.00,,2.52%,0.99,11.35,4.38%,-0.14%,4.52%,,,,
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,736.10,21.21,83 271.98,33.05,3 738.37,20.94,,24.93,,2.18%,1.01,11.31,3.77%,0.03%,3.74%,,,,
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,727.91,21.21,82 545.50,33.01,3 743.14,20.71,,24.63,,2.25%,1.01,11.37,4.11%,0.35%,3.76%,,,,
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,735.92,21.43,83 656.17,33.51,3 809.64,20.92,,24.87,,2.22%,1.00,11.46,3.75%,0.45%,3.30%,,,,
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,769.26,21.64,87 650.35,34.02,3 876.11,21.86,,25.96,,1.92%,0.99,11.48,2.81%,0.58%,2.23%,,,,
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,776.40,21.86,88 671.78,34.52,3 942.89,22.04,,26.16,,1.73%,1.00,11.40,3.35%,0.55%,2.80%,,,,
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,747.50,21.93,85 580.37,35.17,4 026.87,21.20,,25.14,,1.89%,1.01,11.42,4.17%,0.57%,3.60%,,,,
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,757.42,21.93,86 925.46,35.70,4 097.45,21.45,,25.43,,1.98%,1.01,11.46,4.17%,0.44%,3.73%,,,,
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,758.18,22.00,87 222.56,36.35,4 181.82,21.44,,25.40,,2.09%,1.01,11.60,4.38%,0.35%,4.03%,,,,
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,731.59,22.00,84 374.28,36.59,4 219.74,20.66,,24.46,,2.35%,1.00,11.69,4.83%,0.21%,4.62%,,,,
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,677.19,22.07,78 312.61,36.95,4 272.66,19.09,,22.59,,2.72%,1.00,11.70,5.51%,0.28%,5.23%,,,,
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,598.06,22.15,69 375.68,37.31,4 327.41,16.83,,19.92,,3.35%,1.00,11.70,6.83%,0.32%,6.51%,,,,
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,610.45,22.14,71 026.38,37.40,4 351.10,17.14,,20.29,,3.10%,1.01,11.60,6.47%,0.41%,6.07%,,,,
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,627.06,22.22,73 174.22,37.61,4 388.95,17.57,,20.80,,2.98%,1.00,11.67,6.52%,0.30%,6.22%,,,,
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,619.44,22.21,72 501.46,37.70,4 412.59,17.32,,20.50,,3.10%,1.01,11.67,6.47%,0.08%,6.39%,,,,
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,599.90,22.39,70 432.32,38.20,4 484.84,16.74,,19.82,,3.35%,1.00,11.75,6.77%,0.06%,6.71%,,,,
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,641.23,22.57,75 505.80,38.70,4 556.67,17.85,,21.13,,2.99%,1.01,11.80,6.55%,0.20%,6.35%,,,,
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,669.00,22.75,78 998.76,39.20,4 628.44,18.59,,22.00,,2.83%,1.01,11.90,6.29%,0.09%,6.20%,,,,
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,694.84,22.82,82 275.31,39.34,4 657.96,19.26,,22.79,,2.71%,1.00,11.97,5.94%,-0.01%,5.95%,,,,
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,704.03,22.89,83 588.74,39.48,4 687.50,19.47,,23.03,,2.60%,1.00,11.92,5.34%,-0.12%,5.46%,,,,
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,699.06,22.89,83 225.16,39.49,4 701.77,19.29,,22.81,,2.63%,1.00,11.91,5.14%,-0.20%,5.34%,,,,
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,731.95,23.06,87 370.01,39.95,4 769.18,20.15,,23.82,,2.37%,1.01,11.91,4.39%,-0.18%,4.57%,,,,
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,746.64,23.24,89 354.70,40.42,4 836.76,20.51,,24.23,,2.29%,1.00,11.98,3.81%,-0.39%,4.20%,,,,
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,743.88,23.34,89 257.39,40.74,4 888.72,20.38,,24.08,,2.25%,1.00,11.93,3.55%,-0.39%,3.93%,,,,
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,730.46,23.30,87 879.93,41.03,4 936.65,19.97,,23.58,,2.36%,1.00,11.90,3.81%,-0.49%,4.30%,,,,
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,750.66,23.34,90 544.05,41.46,5 000.46,20.47,,24.16,,2.21%,1.00,11.96,3.14%,-0.85%,3.99%,,,,
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,770.44,23.37,93 164.40,41.88,5 064.26,20.96,,24.73,,2.02%,1.00,11.92,3.03%,-0.56%,3.59%,,,,
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,769.83,23.54,93 328.60,41.95,5 086.24,20.89,,24.63,,2.00%,1.00,11.89,3.35%,-0.36%,3.71%,,,,
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,765.51,23.79,93 044.97,42.17,5 125.03,20.72,,24.42,,2.07%,1.00,11.92,2.58%,-0.35%,2.93%,,,,
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,779.32,23.96,94 966.02,42.24,5 147.14,21.04,,24.79,,2.02%,1.00,11.92,1.59%,-0.36%,1.95%,,,,
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,803.27,24.13,98 130.35,42.80,5 228.48,21.63,,25.47,,1.85%,1.01,11.92,1.34%,-0.57%,1.91%,,,,
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,813.15,24.31,99 584.37,43.36,5 310.14,21.83,,25.70,,1.83%,1.00,11.98,0.81%,-0.67%,1.48%,,,,
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,827.97,24.48,101 648.59,43.92,5 392.02,22.17,,26.08,,1.69%,1.00,11.95,0.93%,-0.89%,1.82%,,,,
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,839.94,24.66,103 371.40,44.45,5 469.87,22.42,,26.37,,1.66%,1.01,11.98,0.22%,-1.11%,1.33%,,,,
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,848.14,24.83,104 634.70,44.97,5 548.02,22.57,,26.54,,1.63%,1.01,12.06,-0.30%,-1.28%,0.98%,,,,
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,840.38,24.93,103 933.23,45.35,5 608.56,22.30,,26.20,,1.74%,1.00,12.09,-0.27%,-1.29%,1.02%,,,,
1964.07,83.22,2.40,4.38,31.10,1964.54,4.19,868.78,25.06,107 704.78,45.69,5 664.36,22.98,,26.99,,1.62%,1.00,12.07,-1.89%,-1.48%,-0.41%,,,,
1964.08,82.00,2.42,4.42,31.00,1964.62,4.19,858.81,25.35,106 730.02,46.33,5 757.34,22.65,,26.58,,1.65%,1.00,12.15,-2.30%,-1.76%,-0.54%,,,,
1964.09,83.41,2.44,4.47,31.10,1964.71,4.20,870.77,25.47,108 479.98,46.67,5 813.52,22.89,,26.85,,1.67%,1.00,12.15,-3.60%,-1.81%,-1.79%,,,,
1964.1,84.85,2.46,4.50,31.10,1964.79,4.19,885.80,25.68,110 619.40,46.94,5 862.33,23.21,,27.21,,1.62%,1.01,12.20,-3.65%,-1.79%,-1.87%,,,,
1964.11,85.44,2.48,4.52,31.20,1964.87,4.15,889.10,25.81,111 300.14,47.07,5 892.41,23.23,,27.21,,1.69%,1.00,12.24,-3.43%,-1.68%,-1.75%,,,,
1964.12,83.96,2.50,4.55,31.20,1964.96,4.18,873.70,26.02,109 643.58,47.35,5 941.86,22.75,,26.65,,1.78%,1.00,12.25,-3.97%,-1.54%,-2.43%,,,,
1965.01,86.12,2.52,4.59,31.20,1965.04,4.19,896.18,26.19,112 738.21,47.80,6 013.05,23.27,,27.24,,1.68%,1.00,12.29,-3.48%,-1.59%,-1.89%,,,,
1965.02,86.75,2.53,4.64,31.20,1965.12,4.21,902.73,26.36,113 839.29,48.25,6 084.56,23.37,,27.34,,1.64%,1.00,12.31,-2.65%,-1.55%,-1.10%,,,,
1965.03,86.83,2.55,4.68,31.30,1965.21,4.21,900.68,26.45,113 858.20,48.55,6 136.78,23.25,,27.19,,1.69%,1.00,12.31,-2.21%,-1.76%,-0.46%,,,,
1965.04,87.97,2.57,4.73,31.40,1965.29,4.20,909.60,26.57,115 265.63,48.94,6 202.00,23.42,,27.37,,1.70%,1.00,12.33,-2.23%,-2.08%,-0.15%,,,,
1965.05,89.28,2.59,4.79,31.40,1965.37,4.21,923.14,26.78,117 264.90,49.49,6 287.06,23.71,,27.68,,1.64%,1.00,12.36,-1.81%,-1.98%,0.17%,,,,
1965.06,85.04,2.61,4.84,31.60,1965.46,4.21,873.74,26.82,111 272.80,49.73,6 333.02,22.39,,26.12,,1.96%,1.00,12.33,-1.09%,-1.83%,0.74%,,,,
1965.07,84.91,2.63,4.89,31.60,1965.54,4.20,872.40,26.99,111 389.11,50.21,6 410.57,22.30,,26.01,,1.95%,1.00,12.38,-1.17%,-2.05%,0.88%,,,,
1965.08,86.49,2.64,4.93,31.60,1965.62,4.25,888.64,27.16,113 750.80,50.69,6 488.27,22.67,,26.42,,1.82%,1.00,12.37,-2.11%,-2.22%,0.12%,,,,
1965.09,89.38,2.66,4.98,31.60,1965.71,4.29,918.33,27.33,117 843.24,51.17,6 565.89,23.37,,27.22,,1.61%,1.00,12.38,-2.59%,-2.23%,-0.36%,,,,
1965.1,91.39,2.68,5.05,31.70,1965.79,4.35,936.02,27.45,120 406.75,51.72,6 653.40,23.78,,27.67,,1.51%,1.00,12.32,-2.38%,-1.98%,-0.40%,,,,
1965.11,92.15,2.70,5.12,31.70,1965.87,4.45,943.80,27.65,121 704.49,52.44,6 762.09,23.93,,27.82,,1.39%,0.99,12.27,-2.36%,-1.88%,-0.47%,,,,
